id,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
33,1.0,-3.463466330475473,4.394144935128377,-6.543218683436199,-3.910644971121106e-07,-3.9807294979856527e-07,3.4707557003632176e-07
34,1.0,-2.6371147099001444,0.5854915740022163,-2.6430044796926673,4.345306695008862e-07,1.0061649273022119e-07,6.047809903547978e-08
35,1.0,1.9783825174846446,-2.3548367842265816,-4.0700654649366825,-2.205419408992381e-07,-2.332920964819523e-07,-7.819280702335896e-08
36,1.0,-1.3632683392801275,0.12969836908111945,-0.19549789768142795,3.5623497593720284e-07,-1.0311013237157015e-06,-1.6752970074502693e-07
37,1.0,-1.8721219342399285,1.1043952334815967,5.332597920362207,-3.2897366486050534e-07,-2.7008794312687756e-08,3.531492819144238e-07
38,1.0,-0.5242036089026992,-5.1197288836880235,-4.825260477531698,-3.3515276909532775e-07,1.8270255332474487e-07,-2.3771709100156875e-07
39,1.0,1.5570392462707268,-2.6662164032263775,-1.8366397462321202,-6.989455384219798e-07,-2.1982187857193396e-07,7.37171730419455e-07
40,1.0,3.878349696067813,-3.6614644397359535,-1.378299683175775,-4.0060373687657335e-07,1.408611702140101e-07,3.1814186737185224e-07
41,1.0,-1.976704833797491,-3.443262221151609,1.372640168705247,3.1602776733460385e-07,-5.22069133937292e-08,-7.053173738246245e-08
42,1.0,6.6822576191133125,-3.196164396092223,7.280117814446755,7.804641731409469e-08,1.3508710337707233e-07,-2.2074600269312073e-07
43,1.0,-2.7022312132333246,0.5764339103211058,0.21324928405813523,-5.296687451311438e-07,-1.5987038287499056e-07,-8.68347131258777e-09
44,1.0,-3.1327174129848254,-4.38898434412109,2.8366951369551323,2.2073266005620422e-07,-2.214858756112611e-07,-4.3435055041333837e-07
45,1.0,-0.7723674292932916,-0.24259107371479752,1.3686990098223881,2.9522391883008926e-07,-1.1252786807423528e-06,-4.4924768364490917e-07
46,1.0,-0.28682159486844444,1.550859377811143,-0.5810698372352281,7.424076909594465e-07,-4.741682161616591e-07,-6.07116284051644e-08
47,1.0,-0.6223876779763795,1.3344811324559773,1.7077726838801262,4.148497810232564e-07,7.467178484012579e-07,4.2384332566957193e-07
48,1.0,7.121651956688305,-2.3213713209993636,-6.4185820450156355,1.3019482319679448e-07,-3.971702869170082e-08,-7.664456541731723e-09
49,1.0,2.396686056814751,-1.912629367828702,-2.8201039367643146,-1.6555775339702847e-07,2.486575679118421e-07,-3.04777119022129e-07
50,1.0,18.51396121015034,-0.834158942489272,5.9162694468579655,-4.190602128918635e-07,-6.328095532317252e-08,3.6101097352241203e-07
51,1.0,0.7744209620386397,0.15366084447217546,2.88581062433072,-3.087463134893558e-07,4.575563047379387e-07,2.634579085357765e-07
52,1.0,2.005089383857591,-1.0332074038086054,0.7044524788756188,-8.233373851209673e-07,-2.5059839087440428e-08,-7.167371326584118e-07
53,1.0,4.207210370251165,3.8651099973851712,-8.942976728956896,-1.993755580295497e-07,5.649286734022085e-08,2.6915247703427205e-07
54,1.0,0.4432160895403568,5.42154215251928,-3.2502767003158044,-2.52293991866162e-07,-1.9769072045807037e-07,-4.71170038265429e-08
55,1.0,1.460928619780471,-0.5733770172989054,0.22634547023054208,4.219447912301718e-07,-1.0023601902375177e-06,1.0707186398978868e-07
56,1.0,1.6667062489067435,-1.1102889477328322,0.14756251282925598,-3.9624679222550037e-07,-3.468925123805422e-07,2.2445824710034885e-08
57,1.0,-0.48487332896422153,-1.2739927935301691,3.8369634520945706,1.1315287006947602e-07,1.807611404898094e-07,-3.8060673567593243e-07
58,1.0,-3.8946663057965525,-1.2918573202061443,-2.545462873524896,-2.558228953734872e-09,4.300531354103253e-09,-3.663673660150872e-07
59,1.0,8.21231373111719,2.994196847165064,2.188407113323214,2.7973147789284387e-07,-3.395666047509192e-07,4.9764266682818385e-08
60,1.0,-13.327474023236213,14.023967499806119,1.5702448399234954,2.2803040191688935e-07,1.3283201054861534e-07,-3.792933539277723e-08
61,1.0,-0.38636941017015514,0.902907227452147,-2.087225089502253,-1.2613059303447085e-06,6.68805379688262e-08,-4.719750249742239e-08
62,1.0,2.608124269386545,0.720498673641914,2.2175134644110277,1.2183302332130052e-08,7.99376399443783e-07,3.403256635049127e-07
63,1.0,-1.1907947703125052,-3.2226792432462523,1.4292605676919397,2.543491091656734e-07,-1.4390892140620087e-07,-5.154298453961263e-07
64,1.0,1.959559554296316,1.8552265090393407,-4.676380142930158,1.9466316153883048e-07,1.979310931549303e-08,-6.928765853660236e-07
65,1.0,0.6035818212330677,0.8193317612308327,-0.12402861230778855,2.788706895453385e-07,-6.42445820372353e-07,-6.117888545459573e-07
66,1.0,-1.3826073205389715,-1.4544781879313113,-2.603112552817745,-5.334841384047318e-08,-2.436452733716736e-07,2.4616028525968156e-07
67,1.0,-1.7462322972164062,-0.7473913574289611,-2.0837834640312285,6.484338907728411e-07,4.6134531224080895e-07,-1.101592397950759e-07
68,1.0,4.3939948490789416,9.846946710975125,-3.4304188487101652,1.1574528647802748e-07,5.448446046068602e-08,-4.922002175066933e-08
69,1.0,3.670665118870546,-3.8594362726269646,-2.8929137851325692,-2.113317717171141e-07,-2.709442742274873e-07,-1.5392817115097708e-08
70,1.0,-1.3952567762367145,-1.594444066434843,-0.5613960883356031,5.874307714028265e-07,1.896596540942416e-07,-2.4400339915319905e-07
71,1.0,-3.6259354762803495,-1.421147948307763,2.2705458835275762,3.3964373983802465e-07,-1.525881078770728e-07,1.8127749026460748e-08
72,1.0,-2.1107624313634545,-2.6389065972689507,-6.908399880434594,-3.0748653499200924e-07,-1.7831943327112638e-07,8.61418969091102e-08
73,1.0,-4.363791044583504,-1.9926954499923624,-0.9363504956803903,1.5715239167699558e-07,-6.463611188567622e-08,4.571305492907005e-07
74,1.0,1.6611154626037732,-0.5811485058082088,-1.693777238518163,-4.854325739644358e-08,3.3574654868079655e-08,2.871845964192214e-07
75,1.0,-0.9928555028872221,-2.1805472356567153,1.4944547786109033,4.1386840250122265e-08,-2.8792384703205678e-08,-4.2662247887550785e-07
76,1.0,0.43756337851439275,-0.6841404086462805,-6.992615850868617,-2.1934505996197424e-07,1.6444200737695982e-07,-7.628959005082196e-07
77,1.0,4.647205977646058,4.634973392103,1.2753997289188808,-3.6179120882485175e-08,-5.267100339355082e-07,-2.9333868015888663e-07
78,1.0,10.374366676480811,5.953815621188185,-0.7582827602035307,2.705937269914616e-07,3.8109387111605096e-08,3.985090924674304e-07
79,1.0,8.643847279418203,0.1341027854469957,11.515026862266419,-9.462247152304205e-08,1.2329547292314885e-07,2.1152275904966637e-07
80,1.0,2.2707312998255986,-2.6695862492633577,1.0377839385729761,5.791718714470025e-07,-7.33782248343632e-08,-7.556921553879096e-07
81,1.0,5.188731141040158,2.4022389718383517,8.530692837702487,4.2382097156607775e-07,3.932494386024062e-08,-2.1093880878568966e-07
82,1.0,0.20179853477560297,1.369039279495112,1.565133820869746,-4.1274649985860897e-07,-2.5923002100146293e-07,3.220700872788738e-07
83,1.0,-0.9253308193220047,-0.18186130835613742,1.1573068590312827,-1.7489361951176418e-07,4.299671688732606e-07,-8.713020610421848e-07
84,1.0,-1.835845186417827,-0.08060170188385887,2.060478161445011,-4.550340644179715e-07,-1.7473909904693844e-07,-2.135642346356918e-07
85,1.0,-0.5043670244651316,-3.0372597451110073,-3.3206678800634863,-2.9590891663263254e-07,1.8212933463197014e-07,-6.866591869444549e-08
86,1.0,1.7657813297649447,-2.1747836467778634,5.829810408802196,-4.78301144826994e-07,-9.020125585409188e-08,-5.440686007049449e-07
87,1.0,-1.3291462213327179,-1.7934409698906537,-2.449803077350348,9.205595034834715e-07,-5.383884831021571e-07,-1.23335891614886e-08
88,1.0,-9.635272177418853,-3.792621210776863,1.428622942651981,-3.669274120286419e-07,3.567501091453881e-07,2.0317914333604374e-07
89,1.0,-4.107295382795015,4.5316711335400575,1.6619220661003427,-1.7627417899634624e-07,-5.04193939709174e-07,1.649371763976611e-07
90,1.0,3.409247300944817,0.61490741618395,2.1035285289487775,-8.720989953265298e-07,-3.365928307637149e-07,3.09990099102085e-07
91,1.0,1.901383303706761,2.1518984997335573,4.001302124450826,-2.260091516087299e-07,1.8302126119843327e-07,-9.23481293283762e-08
92,1.0,6.843221414427059,9.654517248109395,3.7012422849005584,1.0387717930786911e-08,-5.997629462737432e-08,1.1754751325553496e-07
93,1.0,-0.11298523592090182,-4.283922724722697,2.5376024887855357,-1.2301663999002983e-07,5.521029911211375e-07,-4.155352404216075e-07
94,1.0,2.360264898066424,-3.232374584456464,2.351524517305829,-1.5817195492506134e-07,-2.3858879241112034e-08,-1.0339134767852647e-06
95,1.0,-3.0906886028265683,-2.394016333096303,-2.0015442208051946,-5.5411118281278046e-08,-1.6734385468495713e-07,-8.798467851343926e-08
96,1.0,1.5631239771732348,0.8967898521092013,-2.6980049545167786,4.2658875945409453e-07,4.403149373389488e-07,-8.527635938656363e-07
97,1.0,1.8102198481143075,0.06906521171166499,-1.05824755168176,-4.978330282779146e-07,2.404140039677791e-07,-1.41345642305158e-07
98,1.0,0.7168719265126304,-0.673120057934934,1.5086154822144375,5.427206673356068e-07,3.1022503267805133e-07,-5.38779560255858e-07
99,1.0,-2.592309745897629,1.127734549443006,6.622950888730857,-4.68454026864726e-07,1.6367871550361142e-07,2.8125054481172752e-08
100,1.0,-0.830077096273796,3.098729929131299,0.09214407448682325,-3.9621562451520164e-07,-6.583541491599251e-08,3.9626085186518925e-07
101,1.0,-0.27474689640550615,-3.5450424119021138,-0.7028022945438166,-2.597189576475861e-07,8.8300560363319e-07,-2.6467517439228264e-07
102,1.0,3.2528446984996853,5.36241537481183,2.38835835413255,2.1453593565149125e-07,6.692651930385925e-07,4.262770777047275e-07
103,1.0,4.428392061965529,5.309789843497863,-5.698362278508098,2.190606048622857e-07,3.127576308572121e-07,5.248726734215309e-07
104,1.0,-1.640303193120836,3.6367792467580276,-0.12313166393663255,-1.0424654381655476e-07,6.090148680643029e-07,2.752478759136574e-07
105,1.0,-1.9353280656321539,0.2831878310455027,1.9492296967032234,7.465266416429069e-09,-4.7245542677390887e-07,-1.2457598797013993e-08
106,1.0,3.6290834953688176,-0.7845369705730668,-1.171161749333259,-1.8400975931816028e-07,3.206677483282226e-07,7.184771806868734e-07
107,1.0,0.38666377615474296,-0.8487004763093328,-2.4519979350705574,-6.656882016292848e-07,-2.7167729574426756e-07,1.4111292142434972e-07
108,1.0,5.452837713267998,-12.30724356437919,-8.382824432650192,4.615476492684121e-07,3.193202613137267e-07,2.6374370989656346e-08
109,1.0,-0.3346962969324835,2.832194407993192,2.795079510238915,1.6869108450041957e-07,-9.688466831732261e-08,-6.071691598970246e-07
110,1.0,-1.342582822323489,0.4401454935504162,-1.5679450179767802,-6.444918414454572e-10,2.71466929225065e-07,-9.602933936607285e-07
111,1.0,1.3855354727273625,-2.896922270613268,1.3685954196591241,-1.2192627208981787e-07,-3.804122072857814e-07,5.090404909246507e-07
112,1.0,6.232024378038079,-2.231260330056772,0.7053864283135696,-3.638459004642187e-08,-3.0550185305546597e-07,1.1581531467436897e-07
113,1.0,1.3492722438043099,0.6182107447884407,3.4476460665562763,7.665508808646417e-07,7.241332926426252e-07,-1.9341463407467102e-07
114,1.0,-2.1598382733568178,-3.1082035051756236,0.26853804371168155,-9.282771616141378e-07,8.411998900088597e-07,-1.4991653628136616e-08
115,1.0,1.927360242291792,-0.2953661526363993,-0.782691730547918,7.397628895114325e-07,1.2352632068654618e-07,-4.001634477185278e-07
116,1.0,-0.5686942545049691,2.36991308795235,-2.5421852137561842,9.514892516925615e-08,-4.993708341447429e-07,5.429796122243208e-07
117,1.0,-0.9072845236753058,0.955319426256328,-1.888571634802499,4.343346822936099e-07,8.063569916880481e-07,3.425283063187718e-08
118,1.0,-0.2844571013989355,-0.26483420472149466,1.191253567482141,-4.863895336476733e-07,7.477681479205235e-08,-3.507925496617721e-08
119,1.0,-1.007701865072277,-2.695539382331022,1.0380283671278416,-1.513004375845491e-07,-5.507093527799956e-07,-5.745490417440521e-08
120,1.0,0.8855306309984613,1.7712758923751915,2.0664476251780375,4.511350034731141e-07,-1.1784676180570433e-07,-7.028602609002357e-08
121,1.0,0.7518547890467542,-1.7073034249178736,-0.9299312441830778,1.024448589265436e-06,-6.657772439212243e-07,5.189473517467761e-07
122,1.0,-4.474130370989724,-4.056035242452377,-0.6959197197490294,-7.489284526961642e-07,8.940307657501966e-10,1.678577471971928e-07
123,1.0,0.9914599328589445,0.012290193837406961,0.877340408724228,1.0419666997618003e-07,-3.743618973906703e-07,-3.744693394640438e-07
124,1.0,-1.2358565636540038,-0.9913101860283234,1.0830495228091201,1.7805125060977607e-07,8.027433478425472e-08,1.5058466392280252e-07
125,1.0,-2.8343798289866315,-0.4196467217800415,-2.020897791763075,-5.780616424969805e-08,1.9373687735753524e-07,-2.6462989587895216e-07
126,1.0,3.474423227088601,8.811290408649407,-1.1249786592769384,-1.5826434588496126e-07,-1.8283994430595997e-07,-1.6931912511073837e-07
127,1.0,-3.8432376378722477,6.724826681622929,-3.9231988776386704,-6.664449343703125e-08,6.312416937855021e-07,-1.4247867896091431e-07
128,1.0,1.1960878131288344,1.0692426423888588,0.9186791293124343,-8.691151040595038e-07,5.201482123168415e-07,5.440441292042393e-07
129,1.0,-4.047048195062057,-3.98092138407302,1.6832556704231623,-7.920564069377981e-08,-1.7625223661758783e-07,-1.2066692469977102e-07
130,1.0,4.722191380084626,5.563646939164409,-2.0098711674527063,5.944534015460717e-07,8.025705922415148e-08,2.2659525329147353e-07
131,1.0,3.1574471624223133,0.05566524981461248,0.5965076555655977,4.695593150874713e-09,-5.096387643181927e-07,-1.0563688915812707e-06
132,1.0,-2.9716234376818838,2.2813825733046205,0.46337445253429416,-8.245392003939399e-08,-5.681524738110183e-07,-5.8252218618193425e-08
133,1.0,6.776737840067482,-0.17706469368601552,3.3019230088226026,4.09520193421522e-08,-3.4312400514901913e-07,3.136621472345717e-07
134,1.0,-2.179336365638365,1.0061462738426323,-2.0047551931478598,4.4408598890139733e-07,8.34713446246906e-08,4.413812232701618e-07
135,1.0,-2.2085498614867154,-1.2281065961877935,-0.14292783097341089,1.0055776421208339e-06,-3.8820431615109335e-07,-6.982873234022095e-07
136,1.0,-0.02734903027089433,-1.3998372793613858,0.024712576155702604,2.971116117863643e-07,4.663700372530895e-07,2.8633721719134514e-07
137,1.0,1.845502997742571,-1.1239905015774136,0.9219759381581669,-2.7248047223643286e-08,1.1289437435583824e-08,4.1588454612819813e-07
138,1.0,10.643718959143717,0.6268177418051148,2.112478633214196,4.203499453959344e-08,1.8904250591649705e-07,2.520639123733745e-07
139,1.0,2.5487718905813024,1.403955345773988,-16.51131544985276,3.27226376650084e-08,-1.4091571948346603e-07,2.203048328951911e-07
140,1.0,5.074408479244055,2.7585596257789513,-4.155365715495085,-5.740295893762003e-08,6.318698663842584e-08,2.1020449071871616e-07
141,1.0,0.44635160142915464,-2.2626552358115286,1.1185750339088691,-4.2759435659163923e-07,-1.7733491377024782e-07,-5.941942217278464e-07
142,1.0,-2.894654033790581,4.818109256440063,3.621695607667079,3.622275870459899e-07,-2.1204405704386962e-07,7.107414621736597e-07
143,1.0,1.6928558217593563,-0.831916628157767,-2.967239287083741,2.823890333753912e-08,1.1990673152490073e-07,2.474594840842757e-07
144,1.0,-7.486232317579499,4.722522475147972,-0.9109551973129697,2.813952351515765e-07,-1.0672165944699046e-07,-2.3798707400969056e-07
145,1.0,-0.3398072179410578,0.3149058571524316,-1.1662895448839476,3.4587461069938685e-07,-4.0480268294244773e-07,-7.111638937647085e-07
146,1.0,-1.3695447325727683,0.8270952052942152,1.6235012685908128,-3.8093751710108037e-07,-2.1268807391876058e-07,4.892284656657319e-07
147,1.0,6.442646093337615,3.4628506380418207,0.744538658340745,-2.0941056484428494e-07,-3.406025977811512e-08,-1.5351248953698814e-07
148,1.0,0.7318483323186263,0.3963957695919612,0.7938523907062618,-2.0931509546623986e-07,-6.509943676793465e-07,-1.69487649349902e-08
149,1.0,-0.1386244572894059,3.777260793092965,-0.025041987353514178,2.1119326657617378e-08,-6.208694403926824e-07,-3.6073349584348526e-07
150,1.0,0.3072774174554126,3.5803371333888396,0.5832415665836979,-6.659858467705757e-07,-5.078004113699281e-08,6.338544466695787e-07
151,1.0,1.8946640177395073,0.3839162249897921,-0.9453673611389657,-4.6732226345315096e-07,-5.548950374866705e-09,-2.27384391375009e-07
152,1.0,2.304429454481429,-4.202201743274718,0.6018476151314525,5.285351285413996e-07,-4.137490798096742e-07,4.707857711812157e-08
153,1.0,-2.1799265114819244,1.9241774538081633,-0.337814222458855,-6.445991441988322e-08,-4.1769996930413854e-07,1.353345585901332e-07
154,1.0,2.4048877158840165,0.8446571824046081,0.5427893478273307,-8.666937690462075e-08,3.086201264393928e-07,5.456198247550469e-07
155,1.0,-0.43441326058457574,-1.663052341490088,-0.4367875244386235,9.03461678719451e-09,1.6921879802081473e-07,-2.794614371422343e-07
156,1.0,-3.456497317589897,0.26151263293943794,-4.48749724645694,3.662168477697648e-07,-3.432783518897851e-08,-2.6632361019445477e-07
157,1.0,1.8848753289121734,0.10129911463809105,0.7576507241870538,-7.834062312412841e-07,2.1129692507356196e-07,-1.5786491575627194e-07
158,1.0,-1.6247929263296887,-0.6600833128601501,-3.156719613481314,5.586692595848574e-08,6.627402232981672e-08,-1.9338078070998246e-07
159,1.0,0.20169469164419493,0.7930198225920985,2.329632590777905,2.096250039731565e-09,1.8707776662438817e-07,-7.915209377055616e-07
160,1.0,1.257432858165875,-0.142324435893361,-1.7373212934435764,6.634931447806538e-07,4.563849601217521e-07,-3.491408224760319e-07
161,1.0,-2.10086785208122,-2.639436331996894,3.180660277084947,-7.38175329691083e-07,2.7338867214322415e-07,1.23937385056165e-07
162,1.0,-0.16098278955605444,-0.07012946601100199,2.4594227415374545,4.722446310708059e-07,-6.538583154967699e-07,7.441768625974269e-07
163,1.0,-1.6425908094261916,-1.6917679130662353,0.8279245919359164,5.396164579768212e-07,1.5276442881749296e-07,2.2306628004595048e-07
164,1.0,-1.0346907409787196,-0.47968678013903676,-1.4313574073305408,-6.791109061702067e-07,-3.7938127321858097e-08,-1.497515353837678e-07
165,1.0,-3.64624478625237,-0.2637195225388295,1.0568179903560142,2.4358141499060393e-07,5.057757756533978e-07,9.344150480640587e-08
166,1.0,1.2780730676774974,0.7759809769832883,-1.2650228534109327,-6.326109493185184e-07,-2.7849823987608896e-07,6.795245135580408e-07
167,1.0,1.174215406794714,0.5380105176823902,0.3539408514677539,-5.814602155408588e-07,-8.086828526328512e-07,-3.1124715083651965e-07
168,1.0,-4.89298631144407,-0.6496402492875071,1.7916312932549967,9.023385266609954e-08,6.929755410791347e-08,6.154087912794978e-07
169,1.0,6.4065399216177985,0.23210505918072544,-10.242155117940335,-3.0545681898294556e-07,2.67202172198825e-07,1.9056240549828727e-07
170,1.0,-1.9536778774931907,-1.2205480811081293,0.7944737098299481,1.997824937520932e-07,1.7300849638110684e-07,-5.73916564247972e-07
171,1.0,2.174092603416619,0.18067598782451955,-0.1803023601818674,-1.992278604560935e-07,-3.142842977213146e-07,6.156785812063822e-09
172,1.0,12.543918695368152,-1.348037422831889,-6.7276503970677215,-6.988624779649259e-08,1.1319908278547873e-07,2.5558657983742686e-07
173,1.0,-0.322890981077202,0.6401271986518156,0.7142394818208868,4.225436086108956e-07,-4.662190993404359e-08,6.458883024541656e-07
174,1.0,-11.068902142547255,3.4707066583950152,4.7084496946602705,-9.58247210558496e-08,-2.702212548295513e-07,1.4655139966643002e-09
175,1.0,0.17085924588904267,-0.05431099528789378,1.5376283991635626,5.142210190715375e-08,-1.4577681666576198e-07,8.834362774668648e-07
176,1.0,-4.665891396856145,-2.5059782261567465,-0.1236748980232743,-2.0778543665522795e-07,-3.4645824679598786e-09,5.71317668760396e-07
177,1.0,0.18068944255272792,-6.5912673864675275,4.036808548260346,-5.04391218585197e-07,-1.754327229650912e-08,-3.152416334688182e-07
178,1.0,-3.711378556114961,-5.710698744917724,2.545563566779178,-5.104332582276817e-07,-3.661600062205199e-07,-5.7544624121724116e-08
179,1.0,-0.41433214021641107,2.1581268783700973,0.9883203446828173,-7.95315276805995e-07,-1.7014665460317863e-07,6.299496820513451e-07
180,1.0,-3.0892504723938297,3.814780488668934,3.0349003750552255,1.9027170003202787e-07,-1.74105640607318e-07,2.7071513544027916e-07
181,1.0,-2.438068646823724,-0.040808890561273334,-1.552403376322394,-5.8510545255852665e-08,3.1030667238796785e-07,-8.99203729039956e-07
182,1.0,1.4154869203065126,-1.2577874353798504,2.660076399288926,-4.5814484918734935e-07,2.803753880062643e-07,-3.4681116712341325e-07
183,1.0,-4.3195057322742585,-12.932267306617966,21.015834704517484,1.4500378614158604e-07,6.444804132409573e-08,-1.0246817530900291e-07
184,1.0,-1.6587386809793934,-0.6868119582895226,-1.227752374023897,5.424093752418262e-07,-1.9541234164149304e-07,4.299965420185923e-08
185,1.0,0.4418099754803796,2.0859603568333784,0.9299032734466675,-3.9325522633747255e-07,-4.1575658028690413e-07,6.190174984833741e-07
186,1.0,2.9566362401515676,-0.04837359847298706,-2.177201401017329,8.641281859939594e-08,5.686775125149617e-07,-1.4140726780692353e-08
187,1.0,0.11270631334574578,-1.1661322178887523,0.8874482857563752,-6.043398542825786e-07,-2.261416632139424e-07,-2.0329317910395533e-07
188,1.0,-6.618984840169082,2.3158498897691975,-2.1093323949116476,1.2581167090076232e-07,2.0797691572232716e-07,-1.2674258004986774e-07
189,1.0,1.8345016969148586,-0.4535747743487823,2.2847048695950707,2.1262704146259498e-07,-6.667027286584157e-07,-1.5347065811481748e-07
190,1.0,-0.30393360407842307,1.0270565820672968,3.9615353431199503,-4.499048110797562e-07,-2.2543118725786345e-07,-4.791456493296984e-07
191,1.0,1.847850807833223,-5.102844023929279,-0.47956411164587837,2.1044983538004374e-07,-7.536413703696602e-08,-4.06733208147446e-07
192,1.0,1.159734015410785,1.211228018906736,1.4099948825546778,-7.908351422133177e-07,6.699856491697919e-08,-2.1236448628765673e-07
193,1.0,-3.8756772002968116,-0.16174396063975655,-4.823963044637319,1.9501547804386428e-07,1.8063245359886426e-07,5.356200070989028e-07
194,1.0,1.2139673814124046,0.27610952546507167,-3.301173705003485,1.7719851272571536e-07,-2.2557718038315294e-07,9.052640330588602e-07
195,1.0,2.82099223832157,-11.135359353634696,-1.689663023258075,-2.804458104204998e-07,7.259343163387878e-08,-3.744780549158227e-07
196,1.0,-1.1464074480092223,0.5707566858233137,1.5052109641152625,8.156602068504282e-07,-4.0842108641286426e-07,-8.825103610487286e-08
197,1.0,-2.8763715791655455,0.9053584628833045,3.5502396729590546,-3.648511431541184e-07,-1.0147198450564988e-07,-6.013379924625023e-07
198,1.0,-1.4468377948402225,0.08680298695825125,1.2935597732835242,6.522715197229706e-10,1.0704865289348135e-06,2.0799756140899923e-07
199,1.0,3.6162929136243154,-0.044813458656980484,10.2619265490221,-3.066933790450183e-07,1.998755671276209e-07,5.967396402840335e-07
200,1.0,-0.455913319358092,-0.902849709219144,-2.2219057348748734,3.91137843603883e-07,-5.335549876599466e-07,-5.084764044395117e-07
